Batter,PitchType,PlateLocSide,PlateLocHeight,PitchCall,ExitSpeed,Angle,RelSpeed,PitcherHand,Count
Sample Hitter,Slider,0.6548829878256045,3.2952340784888,InPlay,103.9159532255084,2.0679786980585675,82.1169247955404,L,0-0
Sample Hitter,Changeup,-1.2819842589505865,1.8554047215336107,FoulBall,,,86.31587118542288,L,0-2
Sample Hitter,Slider,-0.23492515768305233,3.098513527008095,StrikeCalled,,,84.87903228858286,R,0-0
Sample Hitter,Fastball,-1.3935683965867984,2.9477384866485314,BallCalled,,,94.8402639214051,R,0-1
Sample Hitter,Fastball,-1.0465425811590434,2.809781936942837,InPlay,102.13963694834636,0.5245154107144412,92.57512490800593,R,0-1
Sample Hitter,Fastball,0.9547035608697365,3.374765686930644,BallCalled,,,93.81809608176516,R,0-0
Sample Hitter,Slider,0.6266294873801801,2.944759800002894,InPlay,92.92885936164087,-0.6964573318064851,85.27987233160158,R,0-0
Sample Hitter,Changeup,-0.5036361632993532,3.018009965413035,InPlay,95.46458158477611,27.907394988522796,84.74689636555472,R,1-0
Sample Hitter,Fastball,-1.0517524192286278,2.945834398360547,StrikeSwinging,,,92.12306657029129,L,2-2
Sample Hitter,Fastball,-2.0751701864891556,2.7385539856014742,BallCalled,,,93.09146555779533,L,1-1
Sample Hitter,Fastball,-0.3804468555528442,1.2514722092000716,BallCalled,,,92.8059324540301,L,1-0
Sample Hitter,Slider,1.6942905085731816,2.55853475418739,BallCalled,,,82.36834670403114,R,0-0
Sample Hitter,Changeup,0.30441899002455314,2.1106656288056125,StrikeSwinging,,,83.41521014428513,R,1-1
Sample Hitter,Fastball,-0.39170060023464265,1.6041113296519858,InPlay,87.92875717117437,6.767367643637332,96.9156497416349,L,0-0
Sample Hitter,Fastball,0.3255561466502144,3.6772716335105766,BallCalled,,,91.40512672739003,R,1-1
Sample Hitter,Slider,-1.09267084709611,3.7102967386199923,BallCalled,,,82.0177873688253,R,0-2
